poly_id:ID,:LABEL,source_db,source_record_id,name,raw_representation,canonical_representation,mw_or_range_raw,branching_raw
dolphin::37306,Polysaccharide,DoLPHiN,37306,AVP3,AVP3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 3.58%; mannose 5.97%; galactose 26.17%; xylose 18.09%; glucosamine 20.09%; galactosamine 6.29%; fucose 19.81%,AVP3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 3.58%; mannose 5.97%; galactose 26.17%; xylose 18.09%; glucosamine 20.09%; galactosamine 6.29%; fucose 19.81%,39.63 KDa,No relevant information could be found in the literature.
dolphin::37307,Polysaccharide,DoLPHiN,37307,2,2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 3.54%; mannose 89.78%; galactose 2.85%; xylose 0.49%; arabinose 1.57%; glucuronic acid 1.77%,2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 3.54%; mannose 89.78%; galactose 2.85%; xylose 0.49%; arabinose 1.57%; glucuronic acid 1.77%,129 KDa,No relevant information could be found in the literature.
dolphin::37308,Polysaccharide,DoLPHiN,37308,3,3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 12.09%; mannose 81.07%; galactose 1.98%; xylose 0.5%; galacturonic acid 3.77%; glucuronic acid 0.59%,3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 12.09%; mannose 81.07%; galactose 1.98%; xylose 0.5%; galacturonic acid 3.77%; glucuronic acid 0.59%,962 KDa,No relevant information could be found in the literature.
dolphin::37309,Polysaccharide,DoLPHiN,37309,QPE50,QPE50 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 94.37%; arabinose 5.63%,QPE50 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 94.37%; arabinose 5.63%,13.785 kDa,No relevant information could be found in the literature.
dolphin::37310,Polysaccharide,DoLPHiN,37310,QPE60,QPE60 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 87.92%; galactose 4.67%; arabinose 6.68%; rhamnose 0.73%,QPE60 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 87.92%; galactose 4.67%; arabinose 6.68%; rhamnose 0.73%,6489 Da,No relevant information could be found in the literature.
dolphin::37311,Polysaccharide,DoLPHiN,37311,QPE70,QPE70 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 92.21%; galactose 2.98%; arabinose 4.81%,QPE70 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 92.21%; galactose 2.98%; arabinose 4.81%,4732 Da,No relevant information could be found in the literature.
dolphin::37312,Polysaccharide,DoLPHiN,37312,QPE80,QPE80 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 100.0%,QPE80 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 100.0%,3318 Da,No relevant information could be found in the literature.
dolphin::37313,Polysaccharide,DoLPHiN,37313,QPE90,QPE90 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 100.0%,QPE90 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 100.0%,1960 Da,No relevant information could be found in the literature.
dolphin::37314,Polysaccharide,DoLPHiN,37314,GPs1,GPs1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 70.06%; galactose 29.94%,GPs1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 70.06%; galactose 29.94%,4.513kDa,No relevant information could be found in the literature.
dolphin::37315,Polysaccharide,DoLPHiN,37315,GPs2,GPs2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 65.03%; galactose 18.72%; arabinose 16.25%,GPs2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 65.03%; galactose 18.72%; arabinose 16.25%,83.01kDa,No relevant information could be found in the literature.
dolphin::37316,Polysaccharide,DoLPHiN,37316,GPs3,GPs3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 49.89%; galactose 20.3%; xylose 29.32%; arabinose 0.49%,GPs3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 49.89%; galactose 20.3%; xylose 29.32%; arabinose 0.49%,125.5 kDa,No relevant information could be found in the literature.
dolphin::37317,Polysaccharide,DoLPHiN,37317,HFPS（Hizikia fusiforme polysaccharides）,HFPS（Hizikia fusiforme polysaccharides） | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 5.95%; galactose 23.15%; xylose 17.37%; fucose 53.53%,HFPS（Hizikia fusiforme polysaccharides） | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 5.95%; galactose 23.15%; xylose 17.37%; fucose 53.53%,,No relevant information could be found in the literature.
dolphin::37318,Polysaccharide,DoLPHiN,37318,MSP-II,MSP-II | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 41.34%; mannose 5.38%; galactose 11.3%; xylose 1.71%; arabinose 10.29%; galacturonic acid 15.02%; glucuronic acid 9.05%; fucose 5.91%,MSP-II | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 41.34%; mannose 5.38%; galactose 11.3%; xylose 1.71%; arabinose 10.29%; galacturonic acid 15.02%; glucuronic acid 9.05%; fucose 5.91%,,No relevant information could be found in the literature.
dolphin::37319,Polysaccharide,DoLPHiN,37319,PAPS-1,PAPS-1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 0.48%; mannose 0.33%; galactose 10.68%; arabinose 32.39%; galacturonic acid 49.38%; glucuronic acid 1.94%; rhamnose 4.66%; fucose 0.13%,PAPS-1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 0.48%; mannose 0.33%; galactose 10.68%; arabinose 32.39%; galacturonic acid 49.38%; glucuronic acid 1.94%; rhamnose 4.66%; fucose 0.13%,144 kDa,No relevant information could be found in the literature.
dolphin::37320,Polysaccharide,DoLPHiN,37320,PAPS-2,PAPS-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 0.19%; galactose 3.39%; arabinose 14.91%; galacturonic acid 77.1%; glucuronic acid 0.93%; rhamnose 3.46%,PAPS-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 0.19%; galactose 3.39%; arabinose 14.91%; galacturonic acid 77.1%; glucuronic acid 0.93%; rhamnose 3.46%,139 kDa,No relevant information could be found in the literature.
dolphin::37321,Polysaccharide,DoLPHiN,37321,DFPWSP-1（Dragon Fruit Peel Water Soluble Polysaccharide-1）,DFPWSP-1（Dragon Fruit Peel Water Soluble Polysaccharide-1） | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 29.23%; galactose 26.76%; xylose 4.18%; arabinose 9.94%; rhamnose 21.56%; fructose 8.33%,DFPWSP-1（Dragon Fruit Peel Water Soluble Polysaccharide-1） | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 29.23%; galactose 26.76%; xylose 4.18%; arabinose 9.94%; rhamnose 21.56%; fructose 8.33%,2.98 × 10 2 kDa,No relevant information could be found in the literature.
dolphin::37322,Polysaccharide,DoLPHiN,37322,PAPS-1,PAPS-1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 0.38%; mannose 0.26%; galactose 8.49%; arabinose 25.74%; galacturonic acid 61.33%; rhamnose 3.7%; fucose 0.1%,PAPS-1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 0.38%; mannose 0.26%; galactose 8.49%; arabinose 25.74%; galacturonic acid 61.33%; rhamnose 3.7%; fucose 0.1%,144 kDa,No relevant information could be found in the literature.
dolphin::37323,Polysaccharide,DoLPHiN,37323,PAPS-2,PAPS-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 0.8%; galactose 14.19%; arabinose 62.41%; glucuronic acid 8.12%; rhamnose 14.48%,PAPS-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 0.8%; galactose 14.19%; arabinose 62.41%; glucuronic acid 8.12%; rhamnose 14.48%,139 kDa,No relevant information could be found in the literature.
dolphin::37324,Polysaccharide,DoLPHiN,37324,MP (Mesona chinensis Benth polysaccharide),MP (Mesona chinensis Benth polysaccharide) | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 13.5%; galactose 6.16%; xylose 23.01%; galacturonic acid 57.34%,MP (Mesona chinensis Benth polysaccharide) | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 13.5%; galactose 6.16%; xylose 23.01%; galacturonic acid 57.34%,157 kDa,No relevant information could be found in the literature.
dolphin::37325,Polysaccharide,DoLPHiN,37325,SMP (Sulfated Mesona chinensis Benth polysaccharide),SMP (Sulfated Mesona chinensis Benth polysaccharide) | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 17.93%; galactose 3.54%; xylose 28.56%; galacturonic acid 49.96%,SMP (Sulfated Mesona chinensis Benth polysaccharide) | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 17.93%; galactose 3.54%; xylose 28.56%; galacturonic acid 49.96%,177 kDa,No relevant information could be found in the literature.
dolphin::37326,Polysaccharide,DoLPHiN,37326,"（Saccharina japonica polysaccharides, SJPs）","（Saccharina japonica polysaccharides, SJPs） | No relevant information could be found in the literature. | No relevant information could be found in the literature. | mannose 11.36%; galactose 34.09%; glucuronic acid 13.64%; fucose 40.91%","（Saccharina japonica polysaccharides, SJPs） | No relevant information could be found in the literature. | No relevant information could be found in the literature. | mannose 11.36%; galactose 34.09%; glucuronic acid 13.64%; fucose 40.91%",138kDa,No relevant information could be found in the literature.
dolphin::37327,Polysaccharide,DoLPHiN,37327,ZLPs-W1,ZLPs-W1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 100.0%,ZLPs-W1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 100.0%,8.898 kDa,No relevant information could be found in the literature.
dolphin::37328,Polysaccharide,DoLPHiN,37328,ZLPs-W2,ZLPs-W2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 100.0%,ZLPs-W2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 100.0%,5.424 kDa,No relevant information could be found in the literature.
dolphin::37329,Polysaccharide,DoLPHiN,37329,ZLPs-W3,ZLPs-W3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | mannose 15.3%; galactose 0.81%; arabinose 6.75%; galacturonic acid 56.0%; rhamnose 21.15%,ZLPs-W3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | mannose 15.3%; galactose 0.81%; arabinose 6.75%; galacturonic acid 56.0%; rhamnose 21.15%,11.662 kDa,No relevant information could be found in the literature.
dolphin::37330,Polysaccharide,DoLPHiN,37330,"Siraitia grosvenorii polysaccharide, SGP","Siraitia grosvenorii polysaccharide, SGP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | galacturonic acid 79.87%; glucuronic acid 20.13%","Siraitia grosvenorii polysaccharide, SGP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | galacturonic acid 79.87%; glucuronic acid 20.13%",,No relevant information could be found in the literature.
dolphin::37331,Polysaccharide,DoLPHiN,37331,CSPw,CSPw | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 27.77%; mannose 5.05%; galactose 14.19%; xylose 14.39%; arabinose 30.47%; rhamnose 8.13%,CSPw | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 27.77%; mannose 5.05%; galactose 14.19%; xylose 14.39%; arabinose 30.47%; rhamnose 8.13%,,No relevant information could be found in the literature.
dolphin::37332,Polysaccharide,DoLPHiN,37332,CSPc,CSPc | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 14.8%; mannose 2.65%; galactose 16.5%; xylose 53.5%; arabinose 0.23%; rhamnose 12.3%,CSPc | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 14.8%; mannose 2.65%; galactose 16.5%; xylose 53.5%; arabinose 0.23%; rhamnose 12.3%,,No relevant information could be found in the literature.
dolphin::37333,Polysaccharide,DoLPHiN,37333,CSPa,CSPa | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 8.68%; mannose 2.07%; galactose 15.89%; xylose 37.98%; arabinose 33.98%; rhamnose 1.41%,CSPa | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 8.68%; mannose 2.07%; galactose 15.89%; xylose 37.98%; arabinose 33.98%; rhamnose 1.41%,,No relevant information could be found in the literature.
dolphin::37334,Polysaccharide,DoLPHiN,37334,CSPu,CSPu | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 33.91%; mannose 5.9%; galactose 17.21%; xylose 13.0%; arabinose 21.31%; rhamnose 8.67%,CSPu | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 33.91%; mannose 5.9%; galactose 17.21%; xylose 13.0%; arabinose 21.31%; rhamnose 8.67%,,No relevant information could be found in the literature.
dolphin::37335,Polysaccharide,DoLPHiN,37335,MP,MP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); arabinose Exist (No specific proportion could be found in the literature); galacturonic acid Exist (No specific proportion could be found in the literature); rhamnose Exist (No specific proportion could be found in the literature),MP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); arabinose Exist (No specific proportion could be found in the literature); galacturonic acid Exist (No specific proportion could be found in the literature); rhamnose Exist (No specific proportion could be found in the literature),1.58 × 10 2 kDa,No relevant information could be found in the literature.
dolphin::37336,Polysaccharide,DoLPHiN,37336,DMP,DMP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); arabinose Exist (No specific proportion could be found in the literature); galacturonic acid Exist (No specific proportion could be found in the literature); rhamnose Exist (No specific proportion could be found in the literature),DMP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); arabinose Exist (No specific proportion could be found in the literature); galacturonic acid Exist (No specific proportion could be found in the literature); rhamnose Exist (No specific proportion could be found in the literature),1.64 × 10 2 kDa,No relevant information could be found in the literature.
dolphin::37337,Polysaccharide,DoLPHiN,37337,CPP,CPP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 27.5%; mannose 2.4%; galactose 33.6%; xylose 3.6%; arabinose 31.1%; rhamnose 1.1%; fucose 0.7%,CPP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 27.5%; mannose 2.4%; galactose 33.6%; xylose 3.6%; arabinose 31.1%; rhamnose 1.1%; fucose 0.7%,44.62 kDa,No relevant information could be found in the literature.
dolphin::37338,Polysaccharide,DoLPHiN,37338,CPP0.05,CPP0.05 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 48.1%; galactose 27.8%; arabinose 23.3%; rhamnose 0.7%,CPP0.05 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 48.1%; galactose 27.8%; arabinose 23.3%; rhamnose 0.7%,30.160 kDa,No relevant information could be found in the literature.
dolphin::37339,Polysaccharide,DoLPHiN,37339,S-CPP,S-CPP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 24.1%; mannose 1.7%; galactose 33.2%; xylose 2.5%; arabinose 35.1%; rhamnose 2.7%; fucose 0.7%,S-CPP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 24.1%; mannose 1.7%; galactose 33.2%; xylose 2.5%; arabinose 35.1%; rhamnose 2.7%; fucose 0.7%,12.230 kDa,No relevant information could be found in the literature.
dolphin::37340,Polysaccharide,DoLPHiN,37340,S-CPP0.05,S-CPP0.05 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 40.28%; galactose 29.42%; arabinose 29.32%; rhamnose 0.99%,S-CPP0.05 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 40.28%; galactose 29.42%; arabinose 29.32%; rhamnose 0.99%,25.391 kDa,No relevant information could be found in the literature.
dolphin::37345,Polysaccharide,DoLPHiN,37345,RPMP-1,RPMP-1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 71.52%; mannose 5.49%; galactose 7.12%; xylose 3.87%; arabinose 1.12%; galacturonic acid 0.51%; glucuronic acid 1.63%; galactosamine 1.12%; rhamnose 3.26%; fucose 4.37%,RPMP-1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 71.52%; mannose 5.49%; galactose 7.12%; xylose 3.87%; arabinose 1.12%; galacturonic acid 0.51%; glucuronic acid 1.63%; galactosamine 1.12%; rhamnose 3.26%; fucose 4.37%,5.7 KDa,No relevant information could be found in the literature.
dolphin::37346,Polysaccharide,DoLPHiN,37346,RPMP-2,RPMP-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 35.3%; mannose 12.22%; galactose 15.84%; xylose 8.49%; arabinose 2.48%; galacturonic acid 1.24%; glucuronic acid 3.62%; galactosamine 2.48%; rhamnose 7.35%; fucose 10.97%,RPMP-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 35.3%; mannose 12.22%; galactose 15.84%; xylose 8.49%; arabinose 2.48%; galacturonic acid 1.24%; glucuronic acid 3.62%; galactosamine 2.48%; rhamnose 7.35%; fucose 10.97%,18.0 KDa,No relevant information could be found in the literature.
dolphin::37347,Polysaccharide,DoLPHiN,37347,JHP-1,JHP-1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 17.28%; mannose 3.76%; galactose 27.5%; arabinose 18.78%; galacturonic acid 25.62%; glucuronic acid 2.55%; rhamnose 4.51%,JHP-1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 17.28%; mannose 3.76%; galactose 27.5%; arabinose 18.78%; galacturonic acid 25.62%; glucuronic acid 2.55%; rhamnose 4.51%,,No relevant information could be found in the literature.
dolphin::37348,Polysaccharide,DoLPHiN,37348,JHP-2,JHP-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 9.14%; mannose 8.99%; galactose 21.97%; arabinose 18.42%; galacturonic acid 33.5%; glucuronic acid 4.13%; rhamnose 3.84%,JHP-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 9.14%; mannose 8.99%; galactose 21.97%; arabinose 18.42%; galacturonic acid 33.5%; glucuronic acid 4.13%; rhamnose 3.84%,,No relevant information could be found in the literature.
dolphin::37349,Polysaccharide,DoLPHiN,37349,JHP-3,JHP-3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 4.83%; mannose 0.54%; galactose 31.55%; arabinose 17.49%; galacturonic acid 43.13%; rhamnose 2.47%,JHP-3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 4.83%; mannose 0.54%; galactose 31.55%; arabinose 17.49%; galacturonic acid 43.13%; rhamnose 2.47%,,No relevant information could be found in the literature.
dolphin::37350,Polysaccharide,DoLPHiN,37350,JHP-4,JHP-4 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 3.93%; mannose 3.14%; galactose 30.91%; arabinose 23.95%; galacturonic acid 36.51%; rhamnose 1.57%,JHP-4 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 3.93%; mannose 3.14%; galactose 30.91%; arabinose 23.95%; galacturonic acid 36.51%; rhamnose 1.57%,,No relevant information could be found in the literature.
dolphin::37351,Polysaccharide,DoLPHiN,37351,JHP-5,JHP-5 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 5.62%; mannose 0.95%; galactose 24.05%; arabinose 28.81%; galacturonic acid 39.45%; rhamnose 1.12%,JHP-5 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 5.62%; mannose 0.95%; galactose 24.05%; arabinose 28.81%; galacturonic acid 39.45%; rhamnose 1.12%,,No relevant information could be found in the literature.
dolphin::37352,Polysaccharide,DoLPHiN,37352,CDY,CDY | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 12.77%; mannose 12.72%; galactose 6.39%; xylose 4.22%; arabinose 5.11%; galacturonic acid 12.43%; fucose 8.69%; fructose 37.67%,CDY | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 12.77%; mannose 12.72%; galactose 6.39%; xylose 4.22%; arabinose 5.11%; galacturonic acid 12.43%; fucose 8.69%; fructose 37.67%,,No relevant information could be found in the literature.
dolphin::37353,Polysaccharide,DoLPHiN,37353,CD1,CD1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 20.75%; mannose 24.32%; galactose 4.98%; xylose 5.15%; arabinose 12.7%; galacturonic acid 23.4%; fucose 8.71%,CD1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 20.75%; mannose 24.32%; galactose 4.98%; xylose 5.15%; arabinose 12.7%; galacturonic acid 23.4%; fucose 8.71%,,No relevant information could be found in the literature.
dolphin::37354,Polysaccharide,DoLPHiN,37354,CD2,CD2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 19.79%; mannose 20.6%; galactose 10.1%; xylose 6.06%; arabinose 9.69%; galacturonic acid 21.65%; fucose 12.12%,CD2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 19.79%; mannose 20.6%; galactose 10.1%; xylose 6.06%; arabinose 9.69%; galacturonic acid 21.65%; fucose 12.12%,,No relevant information could be found in the literature.
dolphin::37355,Polysaccharide,DoLPHiN,37355,CD3,CD3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 20.03%; mannose 20.45%; galactose 10.02%; xylose 5.98%; arabinose 9.6%; galacturonic acid 21.8%; fucose 12.12%,CD3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 20.03%; mannose 20.45%; galactose 10.02%; xylose 5.98%; arabinose 9.6%; galacturonic acid 21.8%; fucose 12.12%,,No relevant information could be found in the literature.
dolphin::37356,Polysaccharide,DoLPHiN,37356,CD4,CD4 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | fructose 100.0%,CD4 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | fructose 100.0%,,No relevant information could be found in the literature.
dolphin::37357,Polysaccharide,DoLPHiN,37357,LE-UF-1,LE-UF-1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); glucuronic acid Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature),LE-UF-1 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); glucuronic acid Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature),136 KDa,No relevant information could be found in the literature.
dolphin::37358,Polysaccharide,DoLPHiN,37358,LE-UF-2,LE-UF-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); glucuronic acid Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature),LE-UF-2 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); glucuronic acid Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature),14KDa,No relevant information could be found in the literature.
dolphin::37359,Polysaccharide,DoLPHiN,37359,LE-UF-3,LE-UF-3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); glucuronic acid Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature),LE-UF-3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); glucuronic acid Exist (No specific proportion could be found in the literature); fucose Exist (No specific proportion could be found in the literature),35 KDa,No relevant information could be found in the literature.
dolphin::37360,Polysaccharide,DoLPHiN,37360,LPs（Longan Polysaccharides）,LPs（Longan Polysaccharides） | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 20.18%; mannose 3.1%; galactose 22.57%; xylose 1.98%; arabinose 41.89%; rhamnose 10.28%,LPs（Longan Polysaccharides） | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 20.18%; mannose 3.1%; galactose 22.57%; xylose 1.98%; arabinose 41.89%; rhamnose 10.28%,108.71 kDa,No relevant information could be found in the literature.
dolphin::37361,Polysaccharide,DoLPHiN,37361,LRGP3,LRGP3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | galactose 56.65%; arabinose 39.54%; rhamnose 3.8%,LRGP3 | No relevant information could be found in the literature. | No relevant information could be found in the literature. | galactose 56.65%; arabinose 39.54%; rhamnose 3.8%,,No relevant information could be found in the literature.
dolphin::37362,Polysaccharide,DoLPHiN,37362,LBPs,LBPs | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); arabinose Exist (No specific proportion could be found in the literature); rhamnose Exist (No specific proportion could be found in the literature),LBPs | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); mannose Exist (No specific proportion could be found in the literature); galactose Exist (No specific proportion could be found in the literature); xylose Exist (No specific proportion could be found in the literature); arabinose Exist (No specific proportion could be found in the literature); rhamnose Exist (No specific proportion could be found in the literature),,No relevant information could be found in the literature.
dolphin::37363,Polysaccharide,DoLPHiN,37363,ASP,ASP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 69.77%; galactose 6.98%; arabinose 23.26%,ASP | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 69.77%; galactose 6.98%; arabinose 23.26%,72.9kDa,No relevant information could be found in the literature.
dolphin::37364,Polysaccharide,DoLPHiN,37364,PPPF,PPPF | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 10.93%; mannose 44.05%; galactose 43.94%; arabinose 1.07%,PPPF | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 10.93%; mannose 44.05%; galactose 43.94%; arabinose 1.07%,34kDa,No relevant information could be found in the literature.
dolphin::37365,Polysaccharide,DoLPHiN,37365,BRPs,BRPs | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 30.47%; mannose 0.01%; galactose 25.78%; arabinose 12.5%; galacturonic acid 0.78%; rhamnose 30.47%,BRPs | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose 30.47%; mannose 0.01%; galactose 25.78%; arabinose 12.5%; galacturonic acid 0.78%; rhamnose 30.47%,,No relevant information could be found in the literature.
dolphin::37366,Polysaccharide,DoLPHiN,37366,YLSPS,YLSPS | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); arabinose Exist (No specific proportion could be found in the literature),YLSPS | No relevant information could be found in the literature. | No relevant information could be found in the literature. | glucose Exist (No specific proportion could be found in the literature); arabinose Exist (No specific proportion could be found in the literature),,No relevant information could be found in the literature.
